answer_id,username,dataID,videoID
34,test001,20220928,453
34,test001,20220928,454
34,test001,20220928,455
34,test001,20220928,456
34,test001,20220928,457
34,test001,20220928,458
34,test001,20220928,459
34,test001,20220928,460
34,test001,20220928,461
34,test001,20220928,462
34,test001,20220928,463
34,test001,20220928,464
34,test001,20220928,465
34,test001,20220928,466
34,test001,20220928,467
34,test001,20220928,468
34,test001,20220928,469
34,test001,20220928,470
34,test001,20220928,471
34,test001,20220928,472
34,test001,20220928,473
34,test001,20220928,474
34,test001,20220928,475
34,test001,20220928,476
34,test001,20220928,477
34,test001,20220928,478
34,test001,20220928,479

38,test001,20220928,481
38,test001,20220928,482
38,test001,20220928,483
38,test001,20220928,484
38,test001,20220928,485
38,test001,20220928,486
38,test001,20220928,487
38,test001,20220928,488
38,test001,20220928,489
38,test001,20220928,490
38,test001,20220928,491
38,test001,20220928,492
38,test001,20220928,493
38,test001,20220928,494
38,test001,20220928,495
38,test001,20220928,496
38,test001,20220928,497
38,test001,20220928,498
38,test001,20220928,499
38,test001,20220928,500
38,test001,20220928,501
38,test001,20220928,502
38,test001,20220928,503
38,test001,20220928,504
38,test001,20220928,505
38,test001,20220928,506
38,test001,20220928,507
38,test001,20220928,508

39,test001,20220928,510
39,test001,20220928,511
39,test001,20220928,512
39,test001,20220928,513
39,test001,20220928,514
39,test001,20220928,515
39,test001,20220928,516
39,test001,20220928,517
39,test001,20220928,518
39,test001,20220928,519
39,test001,20220928,520
39,test001,20220928,521
39,test001,20220928,522
39,test001,20220928,523
39,test001,20220928,524
39,test001,20220928,525
39,test001,20220928,526
39,test001,20220928,527
39,test001,20220928,528
39,test001,20220928,529
39,test001,20220928,530
39,test001,20220928,531
39,test001,20220928,532
39,test001,20220928,533
39,test001,20220928,534
39,test001,20220928,535
39,test001,20220928,536
39,test001,20220928,537

,test001,20220928,
,test001,20220928,



